,AssignmentStatus,WorkTimeInSeconds,Input.title,Input.support_statement,Input.claim,Answer.worker_warrant
344,Approved,12,Zoos,"we should abolish zoos, putting wild animals in confined cages, in climates completely unsuitable for them, is cruel.",We should abolish zoos,harming animals is terrible
345,Approved,96,Zoos,"we should abolish zoos, putting wild animals in confined cages, in climates completely unsuitable for them, is cruel.",We should abolish zoos,zoos put wild animals in confined cages in unsuitable climates
346,Approved,471,Zoos,"we should abolish zoos, putting wild animals in confined cages, in climates completely unsuitable for them, is cruel.",We should abolish zoos,artificial climate can affect animals and reduce their lifespan
347,Approved,235,Zoos,"we should abolish zoos, putting wild animals in confined cages, in climates completely unsuitable for them, is cruel.",We should abolish zoos,it is cruel to subject him to another environment
348,Approved,4345,Zoos,"we should abolish zoos, putting wild animals in confined cages, in climates completely unsuitable for them, is cruel.",We should abolish zoos,zoo are taking animals from their natural habitat and freedom.
349,Approved,151,Zoos,"we should abolish zoos, putting wild animals in confined cages, in climates completely unsuitable for them, is cruel.",We should abolish zoos,some animals die simply because they're not used to a climate
350,Approved,101,Zoos,with globalization and internet access we can see the fauna of other countries without the need to lock them in cages,We should abolish zoos,the purpose of zoos has become outdated and unnecessary
351,Approved,25,Zoos,with globalization and internet access we can see the fauna of other countries without the need to lock them in cages,We should abolish zoos,the technology provides possibility to witness the animals without having them in a zoo
352,Approved,25,Zoos,with globalization and internet access we can see the fauna of other countries without the need to lock them in cages,We should abolish zoos,we don't need to lock animals in cages any more
353,Approved,4211,Zoos,with globalization and internet access we can see the fauna of other countries without the need to lock them in cages,We should abolish zoos,zoos are not profitable anymore and does not attract new visitors
354,Approved,261,Zoos,with globalization and internet access we can see the fauna of other countries without the need to lock them in cages,We should abolish zoos,these technological advances take away any reason to have a zoological
355,Approved,203,Zoos,with globalization and internet access we can see the fauna of other countries without the need to lock them in cages,We should abolish zoos,you can see things on line or on the internet on your television it isn't necessary for them to be in zoos
356,Approved,78,Zoos,with globalization and internet access we can see the fauna of other countries without the need to lock them in cages,We should abolish zoos,people should choose options that are not harmful to living things
357,Approved,117,Zoos,with globalization and internet access we can see the fauna of other countries without the need to lock them in cages,We should abolish zoos,keeping animals in zoos is primitive practice in today's our modern world
358,Approved,1512,Zoos,with globalization and internet access we can see the fauna of other countries without the need to lock them in cages,We should abolish zoos,seeing animals in their natural habitats is more entertaining than seeing animals in zoos
359,Approved,1566,Zoos,with globalization and internet access we can see the fauna of other countries without the need to lock them in cages,We should abolish zoos,most animals are documented on the internet in the wild
360,Approved,108,Zoos,we should abolish zoos because it's cruel to raise wild animals in captivity in small enclosures and cages just for our enjoyment.,We should abolish zoos,human enjoyment isn't worth the suffering of animals
361,Approved,174,Zoos,we should abolish zoos because it's cruel to raise wild animals in captivity in small enclosures and cages just for our enjoyment.,We should abolish zoos,we have plenty of entertainment for humans without having to torture animals
